"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","gender","trimmed_nozero"
"11522",-0.5,"Native 1",24,"disamb","rp","disamb rp",4,0,188,188,-0.5,0.5,188
"11524",-0.5,"Native 1",12,"disamb","rp","disamb rp",4,0,192,192,-0.5,0.5,192
"11526",-0.5,"Native 1",6,"disamb","rp","disamb rp",2,0,2686,2686,0.5,0.5,NA
"11528",-0.5,"Native 1",7,"disamb","rp","disamb rp",3,0,186,186,-0.5,-0.5,186
"11530",-0.5,"Native 1",14,"disamb","rp","disamb rp",2,0,303,303,0.5,0.5,303
"11532",-0.5,"Native 1",21,"disamb","rp","disamb rp",1,0,191,191,0.5,-0.5,191
"11534",-0.5,"Native 1",19,"disamb","rp","disamb rp",3,1,0,NA,-0.5,-0.5,NA
"11536",-0.5,"Native 1",17,"disamb","rp","disamb rp",1,1,0,NA,0.5,-0.5,NA
"11538",-0.5,"Native 1",10,"disamb","rp","disamb rp",2,0,513,513,0.5,0.5,513
"11540",-0.5,"Native 1",23,"disamb","rp","disamb rp",3,0,449,449,-0.5,-0.5,449
"11542",-0.5,"Native 1",15,"disamb","rp","disamb rp",3,0,348,348,-0.5,-0.5,348
"11544",-0.5,"Native 1",1,"disamb","rp","disamb rp",1,0,201,201,0.5,-0.5,201
"11546",-0.5,"Native 1",2,"disamb","rp","disamb rp",2,0,276,276,0.5,0.5,276
"11548",-0.5,"Native 1",5,"disamb","rp","disamb rp",1,0,347,347,0.5,-0.5,347
"11550",-0.5,"Native 1",16,"disamb","rp","disamb rp",4,0,264,264,-0.5,0.5,264
"11552",-0.5,"Native 1",3,"disamb","rp","disamb rp",3,0,203,203,-0.5,-0.5,203
"11554",-0.5,"Native 1",13,"disamb","rp","disamb rp",1,1,0,NA,0.5,-0.5,NA
"11556",-0.5,"Native 1",11,"disamb","rp","disamb rp",3,0,451,451,-0.5,-0.5,451
"11558",-0.5,"Native 1",9,"disamb","rp","disamb rp",1,0,335,335,0.5,-0.5,335
"11560",-0.5,"Native 1",8,"disamb","rp","disamb rp",4,0,289,289,-0.5,0.5,289
"11562",-0.5,"Native 1",4,"disamb","rp","disamb rp",4,0,253,253,-0.5,0.5,253
"11564",-0.5,"Native 1",20,"disamb","rp","disamb rp",4,0,381,381,-0.5,0.5,381
"11566",-0.5,"Native 1",18,"disamb","rp","disamb rp",2,0,234,234,0.5,0.5,234
"11568",-0.5,"Native 1",22,"disamb","rp","disamb rp",2,0,1341,1341,0.5,0.5,1341
